,Unnamed: 0,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified
44,115.0,8.156654170416701e+17,#M25 Surrey: Clockwise at J9 #Leatherhead the outside lane is blocked after an accident. Fi,2017-01-01T21:06:04.000Z,22595388.0,BBC Radio London Travel,The original traffic & travel tweet service for London from the BBC. Broadcasts on @BBCRadioLondon and updates on @BBCLondonNews,142155.0,1.0
45,117.0,8.156659198001439e+17,M25 clockwise between J8 and J9 | Clockwise | Accident,2017-01-01T21:08:04.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
46,118.0,8.156661620422902e+17,#M25 clockwise between J8 and J9 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-01T21:09:02.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
47,119.0,8.156661638710231e+17,#M25 clockwise between J8 and J9 - Accident - Full details at https://t.co/LwI3prBa31,2017-01-01T21:09:02.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
48,120.0,8.156661786558095e+17,M25 clockwise between J8 and J9 | Accident https://t.co/At4kJasUnT,2017-01-01T21:09:05.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
49,123.0,8.156678024932024e+17,M25 clockwise between J8 and J9 | Clockwise | Accident https://t.co/zv2YgXn1ht,2017-01-01T21:15:33.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
50,124.0,8.15668012367958e+17,M25 clockwise between J8 and J9 | Accident https://t.co/JGmYPkgDzr Thx 2 HW England,2017-01-01T21:16:23.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
51,125.0,8.156685421210542e+17,#M25 clockwise within J10 | Clockwise | Road Works | Surrey https://t.co/fDFdjZF5iP #uktraffic,2017-01-01T21:18:29.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0
52,127.0,8.156723799302676e+17,M25 clockwise between J8 and J9 | Clockwise | Accident | Surrey https://t.co/Q3XCNxwiwj #breakingnews #uktraffic,2017-01-01T21:33:44.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0
53,130.0,8.156797586796995e+17,#방탄소년단 #love #GOT7M25 clockwise between J8 and J9 | Clockwise | Accident https://t.co/M96qmwmXwB #travel #traveling,2017-01-01T22:03:03.000Z,471002654.0,Travel,,12.0,0.0
54,133.0,8.157065970119516e+17,#M25 clockwise within J10 | Clockwise | Road Works | Surrey https://t.co/yMcuvZlmjf #uktraffic,2017-01-01T23:49:42.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0
55,135.0,8.157129743630664e+17,#M25 westbound between (Heathrow) T5 and J14 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-02T00:15:02.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
56,136.0,8.157129756507546e+17,#M25 westbound between (Heathrow) T5 and J14 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-02T00:15:03.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
57,137.0,8.157135693251256e+17,M25 westbound between (Heathrow) T5 and J14 | Anti-Clockwise | Congestion https://t.co/Ue7k5AIUMp,2017-01-02T00:17:24.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0
58,139.0,8.157290839547863e+17,M25 clockwise between J10 and J11 | Clockwise | Road Works,2017-01-02T01:19:03.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
59,140.0,8.157320093895516e+17,South East Traffic M25 clockwise between J10 and J11 | Clockwise | Road Works https://t.co/90dGX2LJIX Drive Safe All,2017-01-02T01:30:41.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0
60,141.0,8.157342385908122e+17,M25 clockwise between J10 and J11 | Clockwise | Road Works https://t.co/21GDJ2o1Jn,2017-01-02T01:39:32.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
61,145.0,8.157449168023798e+17,#M25 clockwise between J12 and J13 | Clockwise | Road Works | Windsor and Maidenhead https://t.co/82gdKmGx61 #uktraffic,2017-01-02T02:21:58.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0
62,146.0,8.15751247378559e+17,#방탄소년단 #love #GOT7M25 clockwise between J10 and J11 | Clockwise | Road Works https://t.co/BQ9lnPkAin #travel #traveling,2017-01-02T02:47:07.000Z,471002654.0,Travel,,12.0,0.0
63,151.0,8.15779216910336e+17,#M25 clockwise between J10 and J11 | Clockwise | Road Works | Surrey https://t.co/jbHn3njYqD #uktraffic,2017-01-02T04:38:16.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0
64,158.0,8.158386822969467e+17,#방탄소년단 #love #GOT7M25 clockwise between J15 and J16 | Clockwise | Road Works https://t.co/ZhhOO7VUij #travel #traveling,2017-01-02T08:34:34.000Z,471002654.0,Travel,,12.0,0.0
65,159.0,8.158407692233933e+17,"B3228 : Broken down vehicle anticlockwise between Swanscombe and M25 J31, two lanes closed",2017-01-02T08:42:51.000Z,52749097.0,kmfm,📻 Kent's Radio Station. Wake up with Garry and Claire on Breakfast and drive home with Rob Wills.,27971.0,1.0
66,161.0,8.158457141442314e+17,B3228 : Broken down vehicle removed anticlockwise between Swanscombe and M25 J31,2017-01-02T09:02:30.000Z,20258343.0,5 live Travel,"BBC Radio 5 live's travel team with national travel updates for the UK.
Listen online via http://t.co/DMJqiz8E",3795.0,0.0
67,172.0,8.15882241859584e+17,Traffic is temporarily stopped on #M25 clockwise between J15 and J16 while @HighwaysEAST deal with a collision. Please bear with us.,2017-01-02T11:27:39.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
68,173.0,8.158822418679767e+17,Traffic is temporarily stopped on #M25 clockwise between J15 and J16 while @HighwaysEAST deal with a collision. Please bear with us.,2017-01-02T11:27:39.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
69,178.0,8.158831486220001e+17,Traffic is temporarily stopped on #M25 clockwise between J15 and J16 while HighwaysEAST deal with a collision. Please bear with us. Thx 2 H…,2017-01-02T11:31:15.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
70,179.0,8.158838642750341e+17,The vehicles involved in the collision on #M25 C/W J15-J16 have been moved to the hard shoulder and all lanes have re-opened.,2017-01-02T11:34:06.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
71,180.0,8.1588386428348e+17,The vehicles involved in the collision on #M25 C/W J15-J16 have been moved to the hard shoulder and all lanes have re-opened.,2017-01-02T11:34:06.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
72,181.0,8.158845367688274e+17,The vehicles involved in the collision on #M25 C/W J15-J16 have been moved to the hard shoulder and all lanes have re-opened. Thx 2 HW Engl…,2017-01-02T11:36:46.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
73,182.0,8.158846650055025e+17,M25 C/Wise btwn J15 (M4) &amp; J16 (M40) VERY SLOW https://t.co/aqPAA9Cd7N,2017-01-02T11:37:17.000Z,4524140909.0,Traffic Mick,,695.0,0.0
74,183.0,8.158851146390528e+17,#M25 clockwise between J15 and J16 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-02T11:39:04.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
75,186.0,8.158870068824064e+17,#M25 clockwise within J15 | Congestion https://t.co/q1Pl2HaDxF,2017-01-02T11:46:35.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
76,187.0,8.158871374469612e+17,#M25 clockwise within J15 | Congestion https://t.co/V1kE4GPcCB Thx 2 HW England,2017-01-02T11:47:06.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
77,188.0,8.158881448937021e+17,#M25 clockwise within J15 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-02T11:51:06.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
78,192.0,8.15891906399912e+17,#방탄소년단 #love #GOT7M25 clockwise within J15 | Clockwise | Congestion https://t.co/fffaemcxEB #travel #traveling,2017-01-02T12:06:03.000Z,471002654.0,Travel,,12.0,0.0
79,193.0,8.158919212813558e+17,Medium Accident: Eastbound between J2 and Southfleet Road #Kent #Traffic #M25 #A2260,2017-01-02T12:06:07.000Z,7.330884380319498e+17,Traffic,,366.0,0.0
80,194.0,8.158920296327168e+17,M25 clockwise within J14 | Clockwise | Congestion,2017-01-02T12:06:33.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
81,196.0,8.15892660653355e+17,#M25 clockwise within J14 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-02T12:09:03.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
82,200.0,8.15895065797292e+17,Queues on M25 clockwise between J14 A3113 (Heathrow) and J16 M40 after an earlier accident. #BOBTravel https://t.co/bWj7JlRqYH,2017-01-02T12:18:36.000Z,19181210.0,Hertfordshire,This account is no longer active - please follow @HeartHerts on 106.7 and 106.9fm and @HeartNewsEast for Hertfordshire’s News and Travel updates,12137.0,0.0
83,201.0,8.158957047533363e+17,#M25 J2 clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-02T12:21:09.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
84,202.0,8.158957057599939e+17,#M25 J2 clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-02T12:21:09.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
85,203.0,8.1589644706526e+17,M25 J2 clockwise exit | Clockwise | Congestion,2017-01-02T12:24:06.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
86,204.0,8.158964496280248e+17,connector at M25 J2/A2/A282 | Anti-Clockwise | Congestion,2017-01-02T12:24:06.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
87,206.0,8.15897218062422e+17,#M25 clockwise between J13 and J14 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-02T12:27:10.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
88,208.0,8.158979865552527e+17,#M25 J2 clockwise exit - Congestion - Full details at https://t.co/l5EmoANBJl,2017-01-02T12:30:13.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
89,209.0,8.158984521355551e+17,connector at M25 J2/A2/A282 | Anti-Clockwise | Congestion https://t.co/Eis1Sry5KS,2017-01-02T12:32:04.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
90,210.0,8.15898457667797e+17,M25 J2 clockwise exit | Clockwise | Congestion https://t.co/3LJCByjWfP,2017-01-02T12:32:05.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
91,211.0,8.158984617069322e+17,M25 clockwise within J14 | Clockwise | Congestion https://t.co/gDXYzuivxg,2017-01-02T12:32:06.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
